Title,Description,Title,Company,Location,Link
FP&A Analyst,"The Position 
Reporting to the CFO, you will lead the financial planning and analysis function for the business.  You will have the opportunity to support the  broader finance team whilst also working closely with the operations teams as well. You will be responsible for providing financial support across analysis, reporting, budgeting and forecasting activities.

Key Responsibilities
Manage the annual budget process for the Australian operations
Manage periodic and ad hoc forecasting and re-forecasting
Build new and maintain financial models relating to preliminary screening of M&A opportunities
Provide periodic and ad hoc financial analysis as required by stakeholders
Cashflow analysis, forecasting and reporting
Ad hoc projects involving data/scenario analysis and modelling
Identify areas to streamline and improve group reporting
Act as a strategic business partner supporting the businesses growth objectives
Skills and Experience
CA/CPA or equivalent qualification
Prior experience in a similar FP&A management role
Strong communication and stakeholder engagement abilities
High level attention to detail, strong critical analysis capability and an ability to think strategically
The Organisation
Sharp & Carter are proud to partner with this large organisation who are on a strong growth path, largely through organic growth & acquisitions.  Head office for their Australian operations is in Brisbane with a fast paced, dynamic and supportive culture.

How to Apply
To apply please use the link below or for a confidential conversation please contact Gianni Sgualdino on 0433 296 716 or email gsgualdino@sharpandcarter.com.au",FP&A Analyst,Sharp & Carter Finance & Accounting Brisbane,Brisbane QLD,https://www.seek.com.au/job/80202572?type=standout&ref=search-standalone&origin=cardTitle#sol=c9673c94e58092641c89dbc399e384f0b95c127e
Business Analyst,"State Government 
Temp Contract Until 30th June 2025
$85-$90 per hour + super 
ASAP Start 
Flexible Woking Arrangements 
Brisbane 

About the role

Public Sector People are looking for an experienced  Business Analyst with previous experience in government. This critical role will bridge the gap between business needs and IT solutions, ensuring that our statewide information systems meet operational and strategic objectives. The successful candidate will have a direct impact on projects through requirements gathering, process improvement, and documentation.

Key Responsibilities:
Business Liaison: Act as the primary interface between The Department's business units and IT, providing a high-quality analysis service and effectively communicating insights to cross-functional teams.
Requirements Gathering & Analysis: Identify and document business and technical requirements, conduct process re-engineering, and identify improvement opportunities.
Stakeholder Communication: Facilitate meetings and presentations to gather information, share insights, and ensure clear communication between business units and technical teams.
Process Modelling: Develop and document business processes using standard modelling methodologies (e.g., BPMN, iDEF).
Project Support: Collaborate closely with the project manager to define scope, manage risks, and ensure that projects stay within budget and timelines.
Governance and Risk Management: Uphold a high standard of governance practices, including risk assessment and management, for effective project execution.
Essential Requirements:

Demonstrated experience in business analysis, with a strong focus on requirements gathering and process improvement within an IT context.

Strong written and verbal communication skills, with the ability to tailor messages for different audiences.

Excellent planning, documentation, and organisational skills, capable of producing comprehensive and accurate project artifacts.

Background in requirements gathering, project management support, and stakeholder communication within an IT setting.

Ability to produce detailed documentation including business cases, process maps, and requirement specifications for both functional and non-functional requirements.

Government experience is essential / experience with procurement projects 

If you are interested in this position, please apply via the link!",Business Analyst,Public Sector People,Brisbane QLD,https://www.seek.com.au/job/80176821?type=standard&ref=search-standalone&origin=cardTitle#sol=351b6493f7bbe104e530c3b19b910b0222efc7a5
Manager (Divisional Analysis and Reporting),"The Role
An opportunity has become available for a Manager (Divisional Analysis and Reporting) to join Gold Coast Health (GCH) where the focus of our 12 000-strong team is on providing world-class health care to people living in the Gold Coast, and northern New South Wales region of Australia.
You will
Oversee and coordinate the timely response to requests for data, analysis and reports within the Divisional management team
Employ the use of analytical tools to provide expert advice and complex analysis to the Divisional Management teams
Maintain oversight of developments and the implication of changes in policy and legislation
Lead the coordination of complex cross-divisional reporting, analysis and data modelling
About you
To be successful in this position you will require:
Declaration of serious discipline history must be disclosed
Criminal History Screening will be required for new employees (GCH will cover cost)
Benefits
Flexible work options
Career Development
Salary Packaging
Modern Facilities
Diverse Work Culture
Research Opportunities
12.75% super
17.5% leave loading
Salary
Permanent full time
Base salary ranging from $150 906 - $159 677 per annum
About Us
Commissioning, Analysis and Reporting Services resides within Financial Services Division and consists of the following teams: Management Accounting and Budget, Activity Based Costing, Activity Based Funding Analysis, Divisional Analysis and Reporting Teams.  The units work together to manage the efficient flow of analysis, reporting and data.
About Gold Coast Health
Nationally and internationally recognised location for innovative medical research and health care
Annual operating budget exceeding $1.5 billion
More than 1100 beds across three hospitals - Gold Coast University Hospital, Robina Hospital, Varsity Lakes Hospital and Robina and Southport Health Precincts
Secondary and tertiary health services across more than 20 facilities
Opportunity to combine professional advancement, job satisfaction and relaxation into one fulfilling lifestyle
A workplace culture that encourages people to bring their whole selves to work so that they can perform at their best
Committed to reflecting the diversity of the Gold Coast community and ensuring each staff member is included and feels like they belong
How to Apply
Click APPLY to submit your application by Wednesday, 20 November 2024
Gold Coast Health is committed to providing an accessible, inclusive work environment. Please contact the nominated person if you require any reasonable adjustments throughout this recruitment process.
Job Ad reference: GC602828 
Please note: no third-party applications will be accepted.",Manager (Divisional Analysis and Reporting),Gold Coast Hospital & Health Service,Southport,https://www.seek.com.au/job/80026950?type=standout&ref=search-standalone&origin=cardTitle#sol=64ceef3ab74a12c65956584c4284286fba480ae8
Business Analyst,"Our client who is in the education sector is currently on the look out for a Business Analyst who has prior experience working across large ERP Platforms.
 
Position Overview: The Business Analyst will analyse solution gaps, collaborates with stakeholders, and adjusts designs to ensure a functional, fit-for-purpose product. Strong interpersonal and technical skills are essential for working across technical and non-technical teams throughout all project phases.
Key Responsibilities:
Lead and support complex implementation projects as a functional Business Analyst.
Work independently and manage competing stakeholder priorities in dynamic environments.
Oversee business design and configuration for SaaS platforms.
Conduct process analysis with stakeholders, identifying areas for automated and non-automated improvements.
Ensure adherence to policies and manage change during project delivery.
Create design documentation and collaborate on data designs.
Support testing, training, and change management.

Required Experience / Qualifications:
Extensive experience in business analysis, requirements gathering, and ERP platforms.
Proven ability to design IT solutions within ERP or Student Management platforms.
Familiarity with Oracle PeopleSoft or StudyLink admissions system.
Excellent written and interpersonal communication.
Self-motivated with the ability to prioritize tasks and work independently.
Strong analytical and problem-solving skills.
 
Apply:
If this sounds like you and you are looking for your next challenge, then we can't wait to hear from you! Please apply direct here, or for further information email through to patrick.bedford@troocoo.com",Business Analyst,Troocoo,Brisbane QLD,https://www.seek.com.au/job/80114932?type=standout&ref=search-standalone&origin=cardTitle#sol=254632e8752fa1f143a6c260063f64568e2e4a4c
Strategy Business Analyst,"Our client in the fiunancial services/banking industry is searching for a Strategy Business Analyst to help shape and execute its growth strategy. This role involves analysing market trends, identifying opportunities for growth and risk mitigation, and driving performance improvements. The Strategy Analyst will work closely with the Director of Strategy & Risk Programs, the Senior Executive team, and various departments to ensure alignment of strategic initiatives with organisational objectives, track their implementation, and evaluate their impact through regular analysis and scorecard assessments.
Core Responsibilities
Assists the Director of Strategy & Risk Programs in formulating and updating the IA strategy.
Prepares materials, agendas, and logistics for strategic discussions and meetings.
Conducts competitive analysis to support strategic planning and decision-making.
Researches and evaluates new industry trends and opportunities to guide strategy.
Analyses internal and external data sets to inform strategic discussions.
Contributes to KPI and KRI reporting and performs trend analysis on financial and non-financial metrics across A&G and other divisions.
Collaborates with senior divisional leaders to gather insights on strategic focus areas.
Utilizes design thinking and business analysis methodologies to address challenges.
Supports the creation of scorecards and assists divisions throughout performance review cycles.
Contributes to multi-year strategic planning and participates in annual strategy reviews.
Provides analytical support to the Execution and Governance teams in assessing strategic priorities.
Assists in Senior Executive reporting for Insurance/Banks Australia boards/committees as needed.
Coordinates with Group Strategy and Corporate Development as required.
Qualifications and Experience
Required:
At least 5 years of experience in a strategic role, with proficiency in strategic models and frameworks.
Strong analytical and problem-solving skills, with experience managing complex data.
Skilled in communication and facilitation, including workshop leadership, project management, and creating Executive/Board presentations.
In-depth knowledge of the insurance industry, with expertise in design thinking and change management.
Ability to adapt to shifting priorities and thrive in a fast-paced environment.
Preferred:
Knowledge of the Technology sector, particularly in AI applications and data usage.
Consulting experience, preferably from a specialized or Big 4 consulting company.
Familiarity with current and emerging regulations in Australia's General Insurance sector.
Academic background in Economics, Business, or an MBA.
Experience in project finance, including cost/benefit analysis, multi-year TCO, and P&L/Cash flow assessments.
This role is an excellent opportunity for a motivated individual to impact the company's business strategy, ensuring alignment with its long-term goals and industry trends. If you are looking for your next role for 2025 please feel free to reach out to Clayton Bradfield - clayton.bradfield@randstaddigital.com.au
At Randstad Digital, we are passionate about providing equal employment opportunities and embracing diversity to the benefit of all. We actively encourage applications from any background.",Strategy Business Analyst,Randstad Digital,Brisbane QLD,https://www.seek.com.au/job/80152116?type=standout&ref=search-standalone&origin=cardTitle#sol=a9dcd693a915ff3776ebd85b8704d990616f0b46
Digital Insights Analyst,"We have partnered up with one of Australia's leading retail chains. This is a well-known brand who you will absolutely love to work with. They are a global success with thousands of stores worldwide, as well as a strong online presence so you must be an expert in eCommerce !!

They are looking for their next Digital Insights Analyst, located here in Sunny Brisbane. 

You will be reporting directly to the Digital Insights Lead and working closely with other insights analysts and the eComm team.

Key responsibilities:
Monitor APAC websites (Korea, Australia, New Zealand, and some US markets) to ensure optimal customer experience.
Analyse digital performance across APAC websites and provide actionable insights to improve global conversion rates.
Deepen understanding of site experience and identify areas for improvement to boost customer satisfaction and engagement.
Support digital production releases by monitoring performance trends and customer feedback.
Use analytics to identify issues affecting customer experience (e.g., long ordering times) and recommend solutions.
Extract data from Google Analytics 4 (GA4) and create detailed reports in Power BI.
Collaborate closely with the e-commerce team to align insights with business goals.
Report findings and insights to internal stakeholders, including the Digital Insights Manager.
Operate independently in a standalone role with accountability for APAC digital insights.
Qualifications:
2 + years experience in digital analytics
Proficiency in Adobe Analytics, Google Analytics, Power BI, and Excel
Understanding of eCommerce and usability principles
Strong analytical and problem-solving skills
Excellent communication and presentation abilities
If you tick all the above points then please apply now !! 

E: taylor@justdigitalpeople.com.au",Digital Insights Analyst,Just Digital People,Brisbane QLD,https://www.seek.com.au/job/80204594?type=standard&ref=search-standalone&origin=cardTitle#sol=22027e323ffc7063aae227b17739a649b4bf2bec
Commercial Analyst,"G8 Education is one of Australia’s largest early education and care providers, with more than 420+ centres across Australia and over 10,000 team members who are all helping shape the lives of over 42,000 children every day.  Our core values of passion, innovation, dedication, compassion, and integrity, unite us on our journey to ensure the health and happiness of future generations. We are committed to developing a culture that empowers and rewards our team of early childhood educators, teachers, leaders, and support office.
The Opportunity
We are seeking a Commercial Analyst to provide strategic and analytical support to the business by interpreting financial and market data, identifying trends, and delivering actionable insights that enhance commercial decision-making.
This role will support various business functions by conducting analysis on occupancy performance, customer behavior, and market conditions. The Commercial Analyst will collaborate with cross-functional teams to drive revenue growth, improve profitability, and contribute to overall business goals through accurate and insightful analysis and reporting.
Your day-to-day
No two days are the same; this role is diverse, with depth and breadth to cement your career, now and into the future. Areas of core responsibility include, but are not limited to:
Understand, interpret, and blend large volumes of data from different sources
Liaise with the Data & Analytics tea Power BI to build operational reports and model data for analysis
Using data analytics to generate insights in all operational areas
Undertake regular reviews of existing portfolio for demographic, economic and commercial drivers
Produce documentation of results and findings, interpret and present back to the business, including to the executive management team
Providing financial and strategic analytics to support senior management on operations, new business opportunities, acquisition analysis, marketing campaigns and other projects
Creating efficiencies in reporting methodologies
Business partner with departments within the other areas of the business to provide reporting and analytics to drive increased revenue and lower costs
Present information using Power BI and Powerpoint to a range of levels in the organisation including executive management
Coordinate the operations submissions into the group forecasting and budgeting process
Prepare business cases for operations initiatives and present to senior management
About You
You thrive in a fast-paced and engaging work environment, valuing strong partnerships, collaboration, and a commitment to excellence. As someone who takes ownership of outcomes, you embrace the complexity and challenges that come with this role, while maintaining an agile and result-driven mindset. To be successful in this role, you should possess the following skills and experiences:
1-3 years' experience in a similar role
High level understanding of data and experience of blending large volumes of data from different sources
Prior experience in extracting, integrating, manipulating and displaying data from various systems using automation where possible
A good communicator across all levels of the business
Ability to plan and prioritise workload
High attention to detail and problem-solving skills
Early Childhood Education sector experience is desirable 
Experience in Jedox, D365 or PowerBI is desirable 
Hold, or be willing to obtain, a valid working with children check
Benefits Include: 
Competitive salary package
Work From Home & Hybrid working conditions encouraged.  
Career development opportunities as part of a large ASX-listed company
Flexible working arrangements and role autonomy
Access a 50% discount on early education and childcare fees at any G8 Education Centre.
Exclusive access to our employee benefits program covering a wide range of discounts and promotions. 
This is a rare opportunity; if you want a diverse, challenging and personally fulfilling role, apply now! 
Please note the advertising closing date is indicative only.  G8 Education reserves the right to close the advertisement before this date is reached. Therefore, it is encouraged that you submit your application as soon as possible. 
G8 Education is a committed advocate for child protection, safety and wellbeing. We have a zero tolerance for any form of child abuse or harm. The safety and wellbeing of children will always be our priority and all team members are expected to embrace this shared commitment. All G8 Education employees will need to hold a relevant Working with Children Check upon their commencement into the business. ",Commercial Analyst,G8 Education Limited,Brisbane QLD,https://www.seek.com.au/job/80047219?type=standout&ref=search-standalone&origin=cardTitle#sol=8dc0673fbf6a756c05ad24c7449ddbd3d8588ca5
Finance Anlayst - Project role,"Financial Analyst, Power BI, Develop existing reporting suite, Hybrid role, Murarrie
Growing and dynamic business - key project role 
Hybrid working, great end of trip facilities, Inner South 
Develop reporting, Business Partnering, Project role, 3-6 months 
A great opportunity to work on a project where you can add value through your contributions!  Our client is seeking an experienced Financial Analyst to join their rapidly growing and complex business on a 3-6 month project basis, to develop their existing BI reporting suite.  You will partner with Operations and Finance to create structured and meaningful information for analysis and reporting using Power BI. 

The Role 
Reporting to the CFO and working closely with Operations and Finance, the responsibilities of the role will include, 
Maintain Power BI dashboards and reports 
Perform data extraction, transformation, and loading processes
Trouble shoot data related issues and maintain Power BI infrastructure
Implement appropriate access controls and data protection measures 
Utilising data modelling and raw data to create meaningful information for analysis and reporting 
Develop current reporting suite and build new reports in Power BI 
Partner with key stakeholders to provide reporting results for business decision making 
Develop and maintain financial models 
About You 
The successful applicant will have/be, 
Proficiency in Power BI and other data tools
Experience with SQL, DAX and other data languages
Strong understanding of data analysis and visualisation principles
Strong financial accounting and reporting skills
Ability to understand/interpret the data and commercial relevance and business impacts
Well developed business partnering and interpersonal skills 
What's on Offer?
Project role, make valued and significant contributions to decision making 
Work alongside key stakeholders, C suite and operations 
Growing, complex business with an exceptional culture and lengthy tenures 
Hybrid work environment (2 days wfh) 
Great office and end of trip facilities - Murarrie 
Commence ASAP, Christmas leave flexibility and 3-6 month contract 
If this role appeals to you and you have the skillset to match, APPLY NOW for immediate consideration or contact Hayley on 0431 677 784 for further details.

Operating for over 20 years in Australia, New Zealand and the United Kingdom, people2people, Edge Recruitment, Infront Sports and Frog Recruitment are your award-winning recruitment group and HR solutions provider. We are the 2024 Outstanding Large Agency, 2024 Excellence in Candidate Care and 2023 Excellence in Client Service RCSA Award winners. We mitigate our carbon emissions by measuring them and planting the equivalent in trees.

At people2people, Edge Recruitment, Infront Sports and Frog Recruitment, everyone is welcome and as an inclusive workforce, we encourage our employees, clients, and candidates to showcase their authentic selves.

Should you require reasonable adjustments throughout the recruitment process, we encourage you to make a request by phoning the above-mentioned recruitment consultant to discuss. In response to these requests, we will collaborate closely with you to implement the appropriate adjustments.",Finance Anlayst - Project role,People2people - Brisbane,Brisbane QLD,https://www.seek.com.au/job/80147973?type=standard&ref=search-standalone&origin=cardTitle#sol=a0bdda7290f6efb9ef29b03d0f69705294441988
Business Analyst,"Lime Recruitment is currently working with a large Queensland government department to recruit a Business Analyst contract to 27/06/2025 plus 3 month extension based in the Brisbane CBD and working from home.
In this role you will:
Lead and manage the elicitation and analysis of stakeholder objectives, business requirements, investigate problems, identify options and benefits opportunities for improved future state business processes.
Manage and represent business requirements through the solution development lifecycle and be the point of contact of these for stakeholders including change manager, solution architect, project manager and vendor. 
Lead business process mapping (both current state and future state) ensuring alignment with BPMN best practices and produce documentation in line with project standards.
Ensure that consideration is given to all aspects of transformation when mapping out future state, documenting business requirements, integration points, dependencies, change management, operational support, policy changes etc.
Coordinate, control and resolve issues / problems through innovative approaches and decision making. 
Provide high level advice and recommendations to senior management relating to business processes, benefits and outcomes.
Assist preparing PRINCE 2 project management products.
Provide peer support to business analysts and contribute to a business analysis community of practice.
Participate and contribute to strategic planning and continuous improvement in delivery of rural water services.
You will have:
Ability to self-manage and work proactively without supervision under broad direction against established priorities to meet agreed timeframes.
Business Analyst experience in enterprise scale transformative projects with geographically distributed stakeholders. 
Expert knowledge and applied practice of technical and functional business requirements analysis.
Demonstrated experience translating complex business problems into detailed technical requirements for software development.
Proven experience in applying formal business analysis methodologies such as BPMN.
Effective problem-solving skills with an ability to adapt and operate in a fast-paced environment. 
Practical experience within a hybrid Prince 2 and Agile project delivery environment.
Proven interpersonal communication and stakeholder relationship management skills at all levels in the organisation with the ability to influence key stakeholders. 
A flexible and adaptable attitude.
Proficient use of Microsoft Teams, SharePoint and Microsoft Office products.
Proficient use of Atlassian JIRA and Confluence tools.
Queensland based candidates only.
Why apply through Lime Recruitment?
Enjoy two pay runs per week without contractor fees. As a Queensland-owned agency, we offer personalised service and are a Tier 1 supplier to the Queensland Government. Awarded Australia’s top-performing small agency in 2021 and 2022, with a finalist spot in 2023. Partner with Lime for genuine, experienced, friendly recruiters dedicated to securing the best opportunities for you. Apply now or contact Kate Gear on 0477 624 569 or katel@limejobs.com.au to find out more!",Business Analyst,Lime Recruitment,Brisbane QLD,https://www.seek.com.au/job/80094699?type=standard&ref=search-standalone&origin=cardTitle#sol=507ec71a6368418abb3b7fe714c7991bde45e9fb
Business Analyst,"About Us

With a small team of smart people who like working hard and have fun too, we released the most disruptive enterprise management software in the world: Odoo. Fully open source, full-featured with apps like Accounting, HR, CRM, Manufacturing, and 4,000 more. Its online offer is 3 times more affordable than traditional competitors like SAP and Microsoft.

Start a career with us. We offer you an extraordinary chance to learn and grow. Be involved with a very exciting product and a great team behind it.

Responsibilities

Join a vibrant and innovative team, working within an organisation that values independence, flexibility and personal growth. We are looking for Project Leaders to join our team responsible for ERP implementation projects. As a Project Leader, you will be the single point of contact for customers / clients, leading a project from beginning to end. You will be joining our Australian office based in Varsity Lakes, Gold Coast.

Your role will involve but not limited to:

Analysing customer’s needs and business requirements
Suggesting business flows before implementing agreed upon solutions
Managing projects from A to Z, onboarding users on time and on budget
Implementing our Odoo business software and deliver tailor-made training
Steadily growing your expertise to provide customers with functional assistance
Collaborating with Odoo's developers to execute specific customers' business requirements, as well as working with sales team in pre & post-sales
Supporting the growth of our partner network to become Odoo experts

What's great about the job?

A full-time position with attractive salary package and office benefits
The opportunity to evolve with a great and fast-growing multinational company
Get full responsibility on your projects
Evolve quickly and learn a lot
Explore large business scopes: CRM, manufacturing, accounting, inventory, HR, project management,...
Coordinate with other Odoo departments: sales, developers, R&D,...
Work with heaps of different customers and industries
Coffee, tea, fruits and snacks provided at all times

MUST HAVE 🎯

Permanent working rights in Australia
Superior English
Bachelor degree or higher
At ease with software & IT
Excellent analysis and communication skills
 NICE TO HAVE ⭐

1-3 years of relevant experience
Immediate availability
Genuine interest in software & IT
 CHALLENGES 🏋🏽‍♀️

Master a complex product
Deal with various industries
A lot to learn",Business Analyst,Odoo,Varsity Lakes,https://www.seek.com.au/job/79625355?type=standout&ref=search-standalone&origin=cardTitle#sol=70422ad168f5e3c4b0fab3a641d26ef0fe123b2b
"Business Analyst, Queensland Health","Start a new journey with us!
• Develop business and software requirements specifications for the delivery of the Mental Health and Specialised Services Transformation Strategy.
• Permanent Full Time opportunity
About the role
The purpose of this role is to analyse and document current state and future state business processes and requirements within a large Information Management (IM)/Information Communication Technology (ICT) environment, to ensure the delivery of valued, integrated and effective business solutions to Mental Health and Specialised Services (MHSS).
About you
Our ideal candidate will be someone who can demonstrate the following:
Experience performing business analysis activities within IM/ICT program/project(s), preferably in the health care industry. (SFIA Skill: BUAN: Level 4).
Experience in capturing and analysing ‘As-Is' and ‘To-Be' business process models across large organisations, preferably using Business Process Modelling Notation (BPMN). (SFIA Skill: BSMO: Level 4).
Knowledge in, and an ability to provide sound advice and recommendations on, the application of appropriate business analysis techniques, methodologies and tools, preferably aligned with Business Analysis Body of Knowledge Version 2.0 (BABOK). (SFIA Skill: METL: Level 4).
Proven effective negotiation, consultation, facilitation, written and oral communication skills for use in a complex project environment. (NHS: Effective and strategic influencing).
Proven analytical, conceptual and problem-solving skills and a proven ability to work in a team environment developing effective working relationships with team members. (NHS: Collaborative working).
Mandatory Requirements:
Vaccinated against, and remain vaccinated against, certain vaccine preventable diseases (VPD) as outlined in the Health Employment Directive NO. 01/16 (PDF) ( https://www.health.qld.gov.au/__data/assets/pdf_file/0009/150120/hed-0116.pdf )
About West Moreton Health
West Moreton Health is one of the most rapidly evolving health services in the south east corner, with a community growth expected to almost double to more than 588,000 by 2036. Our vision is for a robust hospital and health service that includes fit-for-purpose spaces, interconnected buildings, multi-disciplinary health services, research, education and community partnerships.
To read more on how West Moreton Health are committed to transforming and optimising our care, to meet the health care needs of our growing and diverse community –  Follow this link ( https://www.westmoreton.health.qld.gov.au/futurefocus ) 
Benefits
17.5% annual leave loading (Additional allowances/entitlements may apply)
12.75 % employer contribution to superannuation
Professional development
Salary sacrificing options ( https://www.health.qld.gov.au/employment/conditions/salary/sacrifice )
Wellness programs
Employee Assistance Service (EAS).
To apply
Further information regarding this role please download and read the attached Role Description and Information Packages. You will need to submit your Cover Letter, CV or Resume including the names and contact details of two referees and a short response (maximum 1-2 pages) on how your experience, abilities, knowledge and personal qualities are relevant to the role.
Aboriginal and Torres Strait Islander people are strongly encouraged to apply for all West Moreton Health vacancies.","Business Analyst, Queensland Health",Department of Health - Queensland,Wacol,https://www.seek.com.au/job/80055730?type=standard&ref=search-standalone&origin=cardTitle#sol=5eba7f40cf10cea2899cda91bb929db73417741f
Business Analyst,"PURPOSE OF THE ROLE
The core purpose and function of the Claims & Assessing Division is to manage the Claims Process in order to control costs while providing our customers with a seamless and easy customer journey.
The Business Analyst will ensure the successful design and development of solutions for claims and assessing. This will include analysis activities for new business processes, new products and operational process improvements. The business analyst will need to define and document business requirements, model business processes, define & document IT functional specifications and coordinate user acceptance testing.
You will play a key role in shaping our projects by seamlessly integrating design elements, engaging with stakeholders, and ensuring a cohesive approach that drives results.
  POSITION ACCOUNTABILITIES 
Gathering system and process requirements and designing innovative solutions to business problems, which may involve:
Facilitating workshops and engaging with relevant stakeholders and subject matter experts;
Conducting field & desk research e.g. user/stakeholder workshops, interviews and onsite observations, user surveys, competitor analysis and web analytics;
Developing business process maps to ensure clarity around process for all stakeholders;
Gathering requirements and translating into users stories that can be consumed and worked on by the delivery team;
Where IT system solutions are included, translating business requirements into functional and system / I.T. requirements and specifications, and briefing these into the IT department.
Deliver a quality outcome through the effective management of issues, change requests and testing, including:
Effectively managing any issues and subsequent change requests to balance the need for quality with cost and timeliness impacts;
Testing, including developing the testing and approval process, briefing the testing team(s) and ensuring that the solution fully meets original requirements;
Monitoring of changes post implementation to ensure success;
Contribute to project and program delivery by:
Ensuring all documentation reflects business understanding and adheres to A&G guidelines including our definition of done
Taking accountability for assigned deliverables and ensuring effective and transparent communication with the end to end delivery team.
Leading elaboration sessions, actively contributing to sprint planning, and supporting the delivery team in sprint
Build confidence with stakeholders, creating positive relationships and credibility by working collaboratively, through:
Investigating and measuring process-improvement opportunities and working with the business to recommend and implement solutions.
Supporting the continuous improvement culture by acting as a strong supporter of change;
Remaining a positive and proactive contributor whilst modelling a growth mindset;
Networking with internal/external resources to bring best practices to the projects /organisation;
Participation and contribution to the Auto & General Business Analysis Community of Practice and Centre of Excellence where applicable.
Ensure changes are effectively supported once implemented, including:
Policy, procedure and training material/user guides as appropriate;
Business process maps;
Reference material to provide clarity of system functionality;
Ensuring the Support & Testing Team have the necessary knowledge to support the change.
QUALIFICATIONS & EXPERIENCE
Minimum of 2 - 5 years' experience as a Business Analyst in a transformation program of work, and an agile delivery environment.
Proficient skills in business process modelling, As-Is/To-Be process mapping and data models;
Previous experience working within regulated environments highly beneficial
Effective stakeholder management; ability to collaborate and bring together different views points and expectations to drive towards an optimal outcome
Proven interpersonal and relationship-building skills across all organisational levels.
Ability to work collaboratively in a team environment with an inclusive and engaging approach; skilled in consultation, facilitation, negotiation, and influence.
Ability to work independently and maintain focus.
Demonstrated experience and proficiency in requirement elicitation, facilitation of workshops, and presentations.
Analytical and organisational mindset; adept at implementing new processes and procedures.
Strong problem-solving skills; comfortable with managing change, complexity and ambiguity.
Passionate about customer and user experiences.
Highly developed written and verbal communication skills.
Experience in managing and completing user acceptance testing;
Tertiary qualifications in a related discipline is highly regarded but not essential
Our Perks
Location – This role can be based at our Toowong or North Lakes office - a convenient location close to local retail, restaurants and other amenities.
Extra leave - Enjoy additional leave days on us! You’ll receive a paid ‘ME’ day and one paid volunteer leave day annually. Team members can also purchase up to two additional weeks of leave per year.
Paid parental leave - We support our new parents with paid parental leave and other benefits.
Workplace giving - If you’re passionate about a cause, then we are too – we offer workplace giving and we’ll dollar match your donations to registered charities.
Development opportunities - We’re championing your development with internal programs and access to a wide range of online courses.
Employee discounts - You’ll receive discounts on Budget Direct insurance products.
Reward and recognition - We reward high performance with employee recognition, reward and incentive schemes.
Onsite facilities - There’s excellent end-of-trip facilities on offer and private spaces for nursing mothers.
Get social - Join our vibrant social and community activities including annual celebrations, family fun days and regular events across each of our sites.
Perks App - Access to an employee benefits and discounts app called ‘Perks’ offering you great discounts, offers and programs across a range of areas. (PERM ONLY)
  About us
At Auto & General (A&G), we provide smarter products and solutions to safeguard our customers in their time of need. Our range of general insurance products protect customers on the road, at home and on holiday with various Car, Motorcycle, Home, Contents, Pet and Travel Insurance products as well as Roadside Assistance.
Our culture of ‘high performance with high integrity’ underpins our values and the way we interact with our customers, the community and each other. We’re excited about the future and we’re always on the lookout for talented, passionate individuals who can help us achieve our goal of being Australia’s best insurer! If this sounds like you, apply today.
Visit our website to find out more.
  If you are seeking a new challenge and would enjoy the opportunity to work in a growing and changing business, click on the APPLY NOW button and submit your application.

...",Business Analyst,Auto & General,North Lakes,https://www.seek.com.au/job/80209226?type=standout&ref=search-standalone&origin=cardTitle#sol=f12c61ea80c9a3a034ca4f9eea411ea5c809c29e
Property & Financial Analyst - Undergraduate or Graduate,"About Onefin
Onefin is a private development and investment group specialising in commercial property assets and aligned business interests, employing a unique tenant-led strategy reinforced by data-driven analysis and enduring industry relationships. Our rapidly expanding portfolio encompasses diverse sectors including childcare, retail, industrial, hospitality and more. Onefin's commitment to creating enduring value through development and investment is reflected in its long-term approach to asset retention and its focus on delivering strong risk-adjusted returns while positively contributing to local communities.
 Opportunity Overview
Onefin is seeking a talented and motivated Property & Financial Analyst to join our dynamic team. This opportunity is ideal for those in the early stages of their career, including recent graduates and soon-to-be graduates in property, finance, business or related fields. This new role offers an excellent opportunity to gain hands-on experience in the commercial property development sector. As Onefin experiences continued growth, this role presents exceptional prospects for career advancement and personal development.
 Key Responsibilities
Conduct in-depth market research and financial analysis to drive investment decisions
Develop advanced financial models for property development and investment assets 
Perform comprehensive due diligence, research and analysis for potential acquisitions
Prepare high-quality reports and presentations for key internal and external stakeholders
Contribute to the group's strategy through data-driven insights and recommendations
 About You
Qualifications (or significant progress towards) in Property Economics, Finance, or related
Intermediate to advanced proficiency with Microsoft Office skills, particularly in Excel
Proactive approach to problem-solving and continuous improvement
Strong analytical skills with meticulous attention to detail
Excellent written and verbal communication skills
Passionate about property and investments
 What's on Offer
Valuable hands-on experience in significant commercial projects, diversified by sector and location
Excellent exposure and mentorship from industry leaders with 60+ years of combined experience
Clear pathway for career progression within a rapidly growing and expanding organisation
Working in a dynamic environment where you’ll be challenged to learn and grow
Flexible working arrangements that support work-life balance
 How to Apply
If you are ready to take the next step in your career within the commercial property sector, we want to hear from you! Please submit your CV along with a cover letter detailing your interest in the role to Aydin Atchison at aydin.atchison@onefin.net.au.

Applications close at 4:00pm on Wednesday, 20 November 2024.
 All of these attributes are preferred, if you think you may be the right fit for the role please still apply.",Property & Financial Analyst - Undergraduate or Graduate,Onefin Ops Pty Ltd,Brisbane QLD,https://www.seek.com.au/job/80143187?type=standout&ref=search-standalone&origin=cardTitle#sol=20030da41ba38a7fb5bff739b8555770ee560dd8
